"","assists","baronKills","bountyLevel","champExperience","champLevel","championId","championName","championTransform","consumablesPurchased","damageDealtToBuildings","damageDealtToObjectives","damageDealtToTurrets","damageSelfMitigated","deaths","detectorWardsPlaced","doubleKills","dragonKills","firstBloodAssist","firstBloodKill","firstTowerAssist","firstTowerKill","gameEndedInEarlySurrender","gameEndedInSurrender","goldEarned","goldSpent","individualPosition","inhibitorKills","inhibitorsLost","item0","item1","item2","item3","item4","item5","item6","itemsPurchased","killingSprees","kills","lane","largestCriticalStrike","largestKillingSpree","largestMultiKill","longestTimeSpentLiving","magicDamageDealt","magicDamageDealtToChampions","magicDamageTaken","neutralMinionsKilled","nexusKills","nexusLost","objectivesStolen","objectivesStolenAssists","participantId","pentaKills","physicalDamageDealt","physicalDamageDealtToChampions","physicalDamageTaken","profileIcon","puuid","quadraKills","riotIdName","riotIdTagline","role","sightWardsBoughtInGame","spell1Casts","spell2Casts","spell3Casts","spell4Casts","summoner1Casts","summoner1Id","summoner2Casts","summoner2Id","summonerId","summonerLevel","summonerName","teamEarlySurrendered","teamId","teamPosition","timeCCingOthers","timePlayed","totalDamageDealt","totalDamageDealtToChampions","totalDamageShieldedOnTeammates","totalDamageTaken","totalHeal","totalHealsOnTeammates","totalMinionsKilled","totalTimeCCDealt","totalTimeSpentDead","totalUnitsHealed","tripleKills","trueDamageDealt","trueDamageDealtToChampions","trueDamageTaken","turretKills","turretsLost","unrealKills","visionScore","visionWardsBoughtInGame","wardsKilled","wardsPlaced","win","raph_score"
"273",5,0,0,14185,15,25,"Morgana",0,8,3165,3165,3165,18142,9,3,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10898,10810,"MIDDLE",0,2,3020,6656,3157,4637,2055,0,3340,29,1,5,"MIDDLE",0,3,1,520,88127,17187,10977,0,0,1,0,0,3,0,15147,1265,15236,3152,"90fZclG2jh8_cVglxeg5jp77rNBYJjOlxxaHV1evp-P0MHjlmG-mtHLIYJjCCUYe00FTSt-8L9aYGA",0,NA,NA,"SOLO",0,66,84,17,10,4,4,2,12,"VvAZ7LaWgLNQj3xOpoRoVMNfOLyqUX4SFL0UzkT175qkF_4",197,"Prismal",FALSE,100,"MIDDLE",73,1954,116770,18632,1005,27393,4226,0,180,151,377,1,0,13495,180,1179,0,11,0,25,6,0,11,FALSE,4.04078631345354
"274",5,0,0,12584,14,81,"Ezreal",0,2,1945,3487,1945,8935,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10234,9950,"BOTTOM",0,2,3042,3508,3158,6691,0,0,3363,21,0,4,"BOTTOM",528,0,1,524,14312,4309,8370,12,0,1,0,0,4,0,97616,13519,12357,4653,"jn71Ema8KctekmUg5Or3XItcDZ7IXb__zGnYAWDy0wlJbf8tD55OcOP5CTdxXjWa86nwOBtZ1x14FA",0,NA,NA,"CARRY",0,217,33,38,13,6,7,4,4,"1ytTO21Mtp4dNyUK2gKz9RoaXCNVOrFmMfwKt4bVvrqVa2c",457,"L assasymphonie",FALSE,100,"BOTTOM",0,1954,114314,17829,0,20968,2969,789,147,0,238,4,0,2385,0,240,0,11,0,21,0,3,9,FALSE,2.92267654404419
"275",8,1,0,12504,14,63,"Brand",0,3,1243,2926,1243,11465,10,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10860,10125,"UTILITY",0,2,6653,3853,4637,3020,1058,3916,3364,20,0,4,"BOTTOM",0,0,1,415,90847,25190,11112,4,0,1,1,0,5,0,4916,1016,15480,4922,"uLo4AZCu54tMOpKsSk5LW8_p8Iv3JtoerGuan4VO0yB_PuDfJMJOfWMcO5PYp7bYSex-EwRGdWYovQ",0,NA,NA,"SUPPORT",0,56,78,50,11,5,4,5,14,"hMGbRsBzRiuU7w6pTrq_9ZEGP8AGti0HKPEYTAuGgfhEgTk",389,"Puresy",FALSE,100,"UTILITY",15,1954,96288,26731,0,27094,4137,0,72,32,331,1,0,524,524,502,0,11,0,46,1,5,23,FALSE,3.39405247975888
"276",9,0,0,18490,18,150,"Gnar",0,10,4947,12084,4947,30915,3,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13593,13720,"TOP",1,0,1037,4401,6631,3742,3111,3044,3363,31,1,8,"TOP",0,8,1,1580,18152,4870,10994,28,0,0,0,0,6,0,172215,21985,18384,4882,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"SOLO",0,151,36,47,10,5,4,3,12,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",275,"onion head",FALSE,200,"TOP",37,1954,190368,26856,0,31227,6823,0,205,569,107,1,0,0,0,1849,2,2,0,39,7,4,13,TRUE,9.09317334000739
"277",11,0,8,18547,18,104,"Graves",0,5,537,25553,537,28921,5,4,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15967,12650,"JUNGLE",0,0,6673,3072,3006,6676,1037,2055,3364,21,3,14,"JUNGLE",442,8,2,512,12651,603,16328,167,0,0,0,0,7,0,199399,22148,18237,4763,"wnc80HOyO8baD7S0V0rjh1ZdYDubIUJqAuhAHMAvRdyG7IrjtqtMoEu8DIC1Gi0uNZonMCSu1Z3ESA",0,NA,NA,"NONE",0,120,35,34,12,20,11,2,4,"xs1ImEJ86rm93tEtfkSNcTi8G_oB0p0kGsCaM72bGfSQak7K",131,"b0styjusty",FALSE,200,"JUNGLE",25,1954,228020,25702,0,36316,9778,0,74,769,155,1,0,15969,2949,1750,0,2,0,34,5,7,4,TRUE,11.0469911964366
"278",7,0,9,19837,18,163,"Taliyah",0,4,6556,9169,6556,10952,8,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18323,15760,"MIDDLE",1,0,6656,3041,3157,3089,3040,3020,3340,23,4,23,"MIDDLE",0,9,3,341,180770,36884,14065,28,0,0,0,0,8,0,8812,638,10037,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SOLO",0,191,58,108,8,3,14,5,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",243,"Duckyyy",FALSE,200,"MIDDLE",19,1954,196052,38924,0,24772,5629,0,168,407,234,1,2,6469,1401,669,4,2,0,27,2,2,12,TRUE,10.1530357562336
"279",21,0,1,15266,16,21,"MissFortune",0,7,8272,13931,8272,8949,11,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12538,12150,"BOTTOM",0,0,3031,6671,2055,3006,6676,1036,3363,27,1,5,"BOTTOM",542,2,1,509,6405,1885,10570,0,0,0,0,0,9,0,110735,19094,13980,3494,"WTcUASh7uJQVDTM23LfaNIrEkPeQ6vMnf1P3cuDGU9pjz454phpF_KxIZjR4gpXqbCEh-APqZc8ONw",0,NA,NA,"CARRY",0,60,58,42,7,5,7,4,4,"7vvbI-xhTKDMk38n600kX4gWRre8F9GMSd3-snRO0ekEy8Y",181,"Chatmo",FALSE,200,"BOTTOM",8,1954,119162,21071,0,27245,5363,768,165,170,287,4,0,2021,91,2693,3,2,0,32,4,6,11,TRUE,6.76561960319642
"280",25,0,0,11632,14,3,"Galio",0,6,930,1348,930,40922,7,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8687,7900,"UTILITY",0,0,3047,3190,2055,3860,3067,3075,3364,26,0,1,"BOTTOM",0,0,1,522,22874,12081,8913,0,0,0,0,0,10,0,1304,437,14126,1643,"jPLD5Hm47Aps0ZEFemlgttC7rD-Ef8rAUhynXflDbWMY1aLfLnk4MQfh0NE4_cT9LVcUgK-9b4sDlw",0,NA,NA,"SUPPORT",0,31,32,40,6,12,4,7,14,"U3Im-94WtVwvybYW3CidVBef8CZf2RLyu-5XSUzMKNLUPmk",156,"Aurum Potestas",FALSE,200,"UTILITY",43,1954,29625,13683,1695,25463,3284,574,35,81,169,5,0,5446,1164,2423,0,2,0,49,4,3,20,TRUE,5.78324716939176
"281",3,0,1,16195,16,92,"Riven",0,7,1508,4675,1508,44336,17,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12170,13735,"TOP",0,1,3071,2420,3158,1031,6630,3077,3340,35,1,5,"JUNGLE",0,2,2,256,0,0,11553,6,0,1,0,0,1,0,124313,17003,30158,3867,"qJAKUqip-Mks_NR4w3-IHg1uj7UZJltNyIQHfyuH4eCrscP2E5dzxLOnQoV8svVbfOGqHFpwY1h7cg",0,NA,NA,"NONE",0,308,61,104,14,3,12,6,4,"lHQPHf9adFDpPEvcUri2KD2Ucv2ypnXTZTYBTZIDzR8xuHM",243,"GGunicorn",FALSE,100,"TOP",35,2349,127717,17003,0,45065,4678,0,178,148,607,1,0,3404,0,3354,1,9,0,19,1,1,11,FALSE,2.9763631782049
"282",18,0,0,15547,16,25,"Morgana",0,5,774,10204,774,18570,9,3,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10690,9960,"JUNGLE",0,1,6653,1052,3157,3020,3916,1011,3364,22,0,0,"JUNGLE",0,0,0,570,124209,14389,11052,118,0,1,0,0,2,0,16326,256,21073,4896,"aB1eztqPJ88HS7p9ZkGYEe-skovmtwo9HaaQ976UT3MH0GpUEIvIyuWu-1aXJ0hnvF5iypjxH3IQPw",0,NA,NA,"NONE",0,85,121,20,7,9,11,2,4,"0Dp_9ZCX_1wzDwEvqABSciO-RyPCj-Gscg3efxLXO6gh1s0",147,"jayzd",FALSE,100,"JUNGLE",36,2349,146653,15079,1164,35608,17461,0,52,258,267,1,0,6117,433,3482,0,9,0,30,3,9,4,FALSE,5.91106137140798
"283",5,0,0,20540,18,157,"Yasuo",0,3,3022,12069,3022,38785,6,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17925,17640,"MIDDLE",0,1,3031,3026,6673,3033,3006,3072,3340,24,3,13,"MIDDLE",781,4,2,975,15308,1531,9880,40,0,1,0,0,3,0,246763,25274,18126,4873,"HZe14VDUe3-WthWsABv-15NwTd2gZFbeLs5Ar3tLzlMCV6iUUrOCAnDXeSSa48jsurUQPgLKQXuk3Q",0,NA,NA,"SOLO",0,312,14,153,8,4,4,5,14,"Yyu5l1vUnqBLRlCVjlYDXYkVm6PV_d1uJ87Fm948k3LxW-4",223,"Príngles",FALSE,100,"MIDDLE",26,2349,263384,27588,0,30929,10517,0,237,125,232,1,0,1312,782,2921,0,9,0,28,2,3,12,FALSE,7.60674573463993
"284",5,0,0,18448,18,18,"Tristana",0,4,9054,16585,9054,13952,3,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17841,17350,"BOTTOM",0,1,3094,6672,3026,3036,3031,3006,3363,24,1,11,"BOTTOM",763,10,2,1156,41469,3621,11355,34,0,1,0,0,4,0,189641,24033,12464,4076,"OmMOdGYiVuY89pPtYgC9DK-Vl_qoQZXVivB3sMX_Ty4ZgfbNPa_Kis7FlP9LncJG6KY8RkXc6iDTNA",0,NA,NA,"CARRY",0,49,37,50,8,4,4,4,7,"F1vujz9OYo5-GB17mD1I_NX986RH2EQvhFuXEOZ2DnS4b_g",246,"AustinChuk",FALSE,100,"BOTTOM",10,2349,257006,31263,0,24734,11506,450,281,117,88,2,0,25894,3608,914,3,9,0,45,2,13,14,FALSE,9.31915233640008
"285",17,0,0,15092,16,40,"Janna",0,6,1528,2532,1528,8921,6,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8777,8025,"UTILITY",1,1,3853,4005,3009,3504,3067,3114,3364,23,0,0,"BOTTOM",104,0,0,727,17038,8824,7346,0,0,1,0,0,5,0,2799,675,9971,4198,"CLc6X5seLimEc6TESHbruvihkyJqrkycwd_aZGh1391jQP52mpS0KHy1lvQuUlhkisskoKuzYx1u1w",0,NA,NA,"SUPPORT",0,52,45,48,7,4,4,3,14,"ULgSHGUh2wU1OOXiJUzdUpD5Ti4wQSXToMkI2dL9B8z0oUU",199,"yotts",FALSE,100,"UTILITY",34,2349,20491,10154,6242,18816,8965,4942,26,115,216,13,0,654,654,1497,0,9,0,87,4,14,32,FALSE,6.70147934922283
"286",9,0,1,19604,18,875,"Sett",0,9,7526,15333,7526,65469,6,4,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,16889,17610,"TOP",0,1,6631,3748,3053,3742,3047,3076,3363,37,1,13,"TOP",14,8,1,889,4596,903,8492,20,1,0,0,0,6,0,184970,28597,33268,4053,"ajRBWciQfTcdk61DuLa28MiOIHSpJ_Ddp3rcEsU4GvepHjNe-L1RTE9RhxDbbGKc5ZrdLnG-o8ifEg",0,NA,NA,"SOLO",0,97,24,50,9,9,14,6,4,"2zE5mc6vA9RaTIj1qNNv0XoAMKOmXOc3Am8C2z-iYiAK3G0",296,"GeeInLasagna",FALSE,200,"TOP",37,2349,227264,35419,0,43481,5179,0,193,399,269,1,0,37697,5917,1720,2,6,0,30,4,5,16,TRUE,9.19816782272506
"287",16,2,0,19154,18,876,"Lillia",0,5,154,27420,154,27384,5,4,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13697,11625,"JUNGLE",0,1,3158,4637,3157,6653,3916,2055,3364,22,1,4,"JUNGLE",0,2,1,1227,129794,12914,9960,183,0,0,0,0,7,0,28108,473,29424,4763,"wnc80HOyO8baD7S0V0rjh1ZdYDubIUJqAuhAHMAvRdyG7IrjtqtMoEu8DIC1Gi0uNZonMCSu1Z3ESA",0,NA,NA,"NONE",0,212,65,112,6,25,11,4,4,"xs1ImEJ86rm93tEtfkSNcTi8G_oB0p0kGsCaM72bGfSQak7K",131,"b0styjusty",FALSE,200,"JUNGLE",17,2349,208329,17671,0,40356,15393,0,50,460,188,1,0,50425,4283,971,0,6,0,36,5,4,6,TRUE,9.06721580044856
"288",10,0,2,18758,18,163,"Taliyah",0,4,5581,8585,5581,15893,9,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15697,14100,"MIDDLE",0,1,6656,3089,3157,3040,3020,0,3340,22,4,10,"MIDDLE",0,2,1,593,157156,24218,4056,30,0,0,0,0,8,0,13528,749,21250,3150,"EXGr3l6oOYbvo1JEcr5gpmUCf-Kmn1ZNbDFHCCG3Q6EHl5m7KaSaOsZYCq8bHQq4jeSxmJoGTclNvg",0,NA,NA,"SOLO",0,168,52,111,8,4,14,4,4,"TbOrNZ-qd22vTTG0TwGl3Ov88dkE8eYiWI3pMHGKwJYnAnA",243,"Duckyyy",FALSE,200,"MIDDLE",25,2349,172234,26517,0,26473,4232,0,185,455,335,1,0,1549,1549,1166,3,6,0,23,2,2,12,TRUE,6.36523350243356
"289",16,0,0,20110,18,22,"Ashe",0,6,5673,32614,5673,14862,4,5,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17267,16285,"BOTTOM",1,1,3072,1038,6671,3046,3031,3006,3363,29,3,9,"BOTTOM",640,4,2,1197,6074,4530,5427,20,0,0,0,0,9,0,228292,24959,16829,4882,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"CARRY",0,51,143,22,13,4,4,4,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",275,"onion head",FALSE,200,"BOTTOM",52,2349,270152,29580,0,22476,2801,667,271,937,144,3,0,35786,90,219,3,6,0,32,5,8,16,TRUE,10.6917637766876
"290",16,0,0,14809,16,526,"Rell",0,11,121,947,121,48046,5,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10657,10375,"UTILITY",0,1,3047,3190,2055,3860,3075,3742,3364,28,1,5,"BOTTOM",29,5,1,1049,17586,6127,6403,0,0,0,0,0,10,0,5539,929,14248,1643,"jPLD5Hm47Aps0ZEFemlgttC7rD-Ef8rAUhynXflDbWMY1aLfLnk4MQfh0NE4_cT9LVcUgK-9b4sDlw",0,NA,NA,"SUPPORT",0,24,52,27,10,5,4,5,14,"U3Im-94WtVwvybYW3CidVBef8CZf2RLyu-5XSUzMKNLUPmk",156,"Aurum Potestas",FALSE,200,"UTILITY",20,2349,29316,7387,82,22051,2759,682,51,73,210,4,0,6190,330,1400,0,6,0,68,9,6,34,TRUE,6.25303265501315
"291",2,0,0,5691,9,887,"Gwen",0,2,0,769,0,12177,7,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4763,4100,"TOP",0,0,1056,3191,3145,1028,1026,1001,3340,11,1,3,"NONE",0,2,1,211,11577,2491,332,4,0,0,0,0,1,0,9979,1842,14242,4895,"fOyP1Fi77w12D0MZnq9zE0wa2Et9JyO8YA7K57TC9YFDCwCwmhKPoOAgpgKoRmjgU9xkJwOgmsIAyg",0,NA,NA,"SUPPORT",0,38,17,32,6,2,12,2,4,"NJnyAc0RuVTbQtQHYjMzvOt8jteIbu0uxDFSs8YR4QljJAk",284,"gïgï",FALSE,100,"TOP",1,979,27070,5128,0,15438,2020,0,51,21,145,1,0,5513,794,863,0,2,0,5,0,0,4,FALSE,1.81652679659653
"292",3,0,0,4630,8,104,"Graves",0,0,0,1307,0,8439,7,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4371,3775,"JUNGLE",0,0,0,2031,0,1037,6670,3006,3340,9,0,0,"NONE",0,0,0,226,5294,165,1858,74,0,0,0,0,2,0,55592,4714,13225,3180,"vY5db4rnOGcNZUSan6BfHgFfCjoQT-cAH5KcuR12BK8b2AjzikaQCtBktoqF0HyaA6lgVziEkAM93w",0,NA,NA,"SUPPORT",0,45,9,12,2,3,4,7,11,"xC8_plzt10KZ1BhSzf14IWIfY0UPcq4i69nCRc-rOvC3f8Y",225,"Faces the sea",FALSE,100,"JUNGLE",9,979,64651,5190,0,15529,3745,0,3,269,130,1,0,3764,310,446,0,2,0,6,0,0,4,FALSE,1.92234412103328
"293",2,0,0,7855,11,69,"Cassiopeia",0,7,0,0,0,3601,1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4539,3825,"MIDDLE",0,0,3070,3108,1026,0,3802,0,3340,12,0,1,"NONE",0,0,1,651,27185,4736,151,0,0,0,0,0,3,0,11866,463,7710,3544,"2j5OSzYQKavJbduHJinJtbQ2QPc3x5MgzuSFjA4yjVeTnUSjveIa6EovfpBvqJo1q2pL9mWpPVKwFQ",0,NA,NA,"DUO",0,63,10,124,4,1,4,2,14,"Upq5Gzgzml5unVysZBGj7Hqs8swbrWaIhuQTqan3KqfoNzOxdTcOdtHJ2Q",30,"Dikodrex",FALSE,100,"MIDDLE",2,979,39242,5390,0,8163,799,0,95,79,30,1,0,190,190,301,0,2,0,11,1,1,3,FALSE,2.44283108609495
"294",0,0,1,5438,9,81,"Ezreal",0,3,557,557,557,2183,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5318,4775,"BOTTOM",0,0,1055,3508,3070,2055,0,3158,3340,12,0,1,"NONE",243,0,1,414,1673,1265,976,6,0,0,0,0,4,0,38188,4521,4292,662,"LxNdvi5oncpD2qTQnZLNnSOCgIYCGMyAn9i1OyyHNKZ-xVQNr9bD1QP2uxLtMlrQZlTfTEsyK0uqeQ",0,NA,NA,"DUO",0,108,16,11,3,2,4,3,7,"Id0dNHVProcjQe-YdVFhYAE2pBZVoV-Zxw0q1ftjBks5fLM",249,"LA Gogoing",FALSE,100,"BOTTOM",0,979,42356,5787,0,5478,958,246,112,0,31,2,0,2495,0,210,0,2,0,7,1,1,5,FALSE,2.08384675226734
"295",1,0,2,4701,8,16,"Soraka",0,4,282,282,282,3543,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4970,4785,"UTILITY",0,0,3853,6617,3158,2055,1004,1052,3364,13,1,2,"NONE",0,2,1,451,5515,3027,972,0,0,0,0,0,5,0,1497,461,3294,4834,"qvNAWUFNivAWRQr_Iliv6XYNev3ovVBPuCocvc0enP2JNl23gD0mQu_5YS7lU_9hn3FaMGYs0rBy1w",0,NA,NA,"SUPPORT",0,35,20,21,4,2,4,4,21,"q977St6WGZvJwumHuGSawHEZDeDxIG9z90i6Wa9BBji1AMHznXvJVlQBgA",61,"Bunghole Bandit",FALSE,100,"UTILITY",25,979,7012,3489,363,4401,9154,7950,5,127,35,5,0,0,0,134,0,2,0,18,2,1,10,FALSE,3.55164853807935
"296",3,0,1,8027,11,92,"Riven",0,1,3488,7171,3488,9492,3,0,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,8792,8050,"TOP",0,0,1055,6630,3111,3508,1036,0,3340,14,2,8,"NONE",316,4,2,301,0,0,2974,7,0,0,0,0,6,0,60955,14160,5566,4927,"1_QbImA1C956sFH8aBPo9GqxlWZ3MuWtZhnj65H-NhmYNnfiuhIyg-LOIag8CWFQBn9Tu52Y-RQJAA",0,NA,NA,"SUPPORT",0,128,26,41,10,3,4,3,14,"UcMpbiIyg7d_q3U69gc9dO5cI6Tw4yckEOkqdpZNmZ6kkMk",333,"Gwen Gámíng",FALSE,200,"TOP",20,979,65702,14642,0,9070,1933,0,101,56,76,1,0,4747,482,529,1,0,0,8,0,1,4,TRUE,4.6832831798554
"297",5,0,3,7634,11,120,"Hecarim",0,2,108,12449,108,10904,1,2,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7518,6400,"JUNGLE",0,0,3066,6664,3158,1031,1028,0,3364,14,2,5,"NONE",0,3,1,569,22370,1241,3112,112,0,0,0,0,7,0,64022,3516,12890,4763,"wnc80HOyO8baD7S0V0rjh1ZdYDubIUJqAuhAHMAvRdyG7IrjtqtMoEu8DIC1Gi0uNZonMCSu1Z3ESA",0,NA,NA,"SUPPORT",0,157,34,34,4,9,11,4,6,"xs1ImEJ86rm93tEtfkSNcTi8G_oB0p0kGsCaM72bGfSQak7K",131,"b0styjusty",FALSE,200,"JUNGLE",12,979,91885,5317,0,16561,10670,0,14,187,21,1,0,5492,560,559,0,0,0,12,2,1,3,TRUE,5.77473017216231
"298",2,0,1,8367,11,202,"Jhin",0,3,1239,1239,1239,2937,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6792,5150,"MIDDLE",0,0,3070,6671,3009,1036,0,0,3340,13,1,3,"NONE",514,2,1,477,912,319,3014,0,0,0,0,0,8,0,70750,8165,2128,4076,"wxMWQOvOB5kRW_xEPb1KUFiSkL9I_3Cqq5e0MAGpqp4uxY-rKv7l6rGkUu1VcpGYVC8f1hKr_SCRJw",0,NA,NA,"DUO",0,51,25,6,15,2,4,2,21,"lciJQYk7-r8F4Lp-g1xWkGTDaHGrnApehTGqggtiApYrBsyj",270,"CoochieChristian",FALSE,200,"MIDDLE",13,979,72111,8604,0,5280,794,0,145,61,46,1,0,448,120,138,0,0,0,4,0,0,3,TRUE,3.0408844363629
"299",3,0,0,5993,9,235,"Senna",0,6,2351,3609,2351,2703,1,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6175,4825,"BOTTOM",0,0,6672,3009,0,0,0,1055,3340,17,1,3,"NONE",249,3,1,791,0,0,2678,0,0,0,0,0,9,0,40946,6229,3355,4882,"NDBoOcKptL4O4alDPCl06BW6lXyL1r4jFCbTMZWcPrVLrqeAIeXvUyYHA7d4XGSJlmZq_QEdZHeYqQ",0,NA,NA,"SUPPORT",0,38,23,10,2,1,4,3,7,"hXDxE15WPxwdamfi6hEpiLiXlJm_YSPim4yUxAMutWNDE8w",274,"onion head",FALSE,200,"BOTTOM",24,979,42610,6783,355,6033,4122,1304,96,102,27,3,0,1664,553,0,1,0,0,12,3,0,8,TRUE,4.08719086477578
"300",4,0,0,4290,8,526,"Rell",0,6,334,773,334,6144,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3788,3275,"UTILITY",0,0,1029,2055,3067,3859,3158,1033,3364,17,0,0,"NONE",0,0,0,0,4564,1474,1844,0,0,0,0,0,10,0,2064,131,3416,1643,"jPLD5Hm47Aps0ZEFemlgttC7rD-Ef8rAUhynXflDbWMY1aLfLnk4MQfh0NE4_cT9LVcUgK-9b4sDlw",0,NA,NA,"SUPPORT",0,9,19,7,2,3,4,3,14,"U3Im-94WtVwvybYW3CidVBef8CZf2RLyu-5XSUzMKNLUPmk",156,"Aurum Potestas",FALSE,200,"UTILITY",9,979,11351,1846,0,5328,987,173,22,28,0,3,0,4722,240,68,0,0,0,23,3,3,9,TRUE,2.24077723957218
"301",5,0,0,22489,18,58,"Renekton",0,7,3754,17818,3754,64614,12,3,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20069,18600,"TOP",0,2,3091,6693,6333,3053,3153,3047,3340,25,4,14,"TOP",0,3,2,624,15395,4804,21663,28,0,0,0,0,1,0,229074,33469,31589,591,"vb8gIMNJVqfthODKnHGOm4WaAO7JbwWZZm9ZVmWCFuRjjAfon8qXGS2QkUKuArKQxIm4Qj_cKa_HOw",0,NA,NA,"SOLO",0,62,40,71,15,6,4,10,14,"nNh9az_F13v4gp1xpWI18hISJnCzuwkccKJGkKKcIJ-GB28",253,"C4pricious",FALSE,100,"TOP",38,2876,269466,41624,0,58542,13892,0,238,93,592,1,0,24996,3350,5289,2,5,0,52,4,5,19,TRUE,8.24222238359548
"302",11,3,0,27999,18,122,"Darius",0,5,633,50533,633,89014,5,1,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,21508,22200,"JUNGLE",0,2,3053,6631,6333,3742,3065,3075,3364,30,4,13,"JUNGLE",18,5,4,1159,24037,1880,19899,243,0,0,0,0,2,0,294126,22407,48620,2074,"RfC1NMkMEsxMcNcDnaWzobdB-qM1j0-n5l_pgXNe5ZQ0YLSL_6ZMJvf9m_m6PSK9odKPB9MoQ-b6ag",1,NA,NA,"NONE",0,166,163,34,14,7,6,18,11,"0VOvYVAP1txZp_-icwP0D8mMK02HC3_lYYWNTb-MxYLNcH4",208,"M00N BAB00N",FALSE,100,"JUNGLE",32,2876,342434,31124,0,73903,38133,0,84,757,238,1,1,24271,6836,5382,1,5,0,53,2,9,4,TRUE,14.7899714708619
"303",9,0,3,26501,18,245,"Ekko",0,4,4827,17731,4827,21498,6,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18921,16850,"MIDDLE",1,2,4636,3089,3100,3020,3041,3135,3340,24,3,9,"MIDDLE",0,3,2,818,269228,32532,11978,4,0,0,0,0,3,0,37059,2720,23802,4241,"8n3G7T1xnT2ZPKh1MjxEb1O3uJwLm7V9GzZ1n0icmvx7w_cr4BWuO5V2hHRgj5MJRa6Vx4YRYRFZ4g",0,NA,NA,"DUO",0,140,21,109,6,5,4,10,14,"9gLUg47P6fMWpfDUNa33-TQ6Ak3jDOfBJUxgvq2xm8jQX9Y",246,"IntedByMyBotlane",FALSE,100,"MIDDLE",8,2876,316341,37561,0,36629,10328,0,286,226,282,1,0,10053,2308,849,3,5,0,36,2,4,17,TRUE,8.48009916803938
